mirna,mirna_type,target,target_type,count
kshv-miR-K12-4-3p,KSHV-miRNA,ENSG00000240155_ENST00000482877_AC114498-1_pseudo,pseudogene,35
kshv-miR-K12-4-3p,KSHV-miRNA,ENSG00000241780_ENST00000469340_AC025627-7_pseudo,pseudogene,33
kshv-miR-K12-4-3p,KSHV-miRNA,ENSG00000132294_ENST00000254624_EFR3A_mRNA,mRNA,31
kshv-miR-K12-4-3p,KSHV-miRNA,ENSG00000242503_ENST00000481774_AL158819-4_pseudo,pseudogene,30
kshv-miR-K12-4-3p,KSHV-miRNA,ENSG00000243163_ENST00000470405_AL353147-3_pseudo,pseudogene,28
kshv-miR-K12-4-3p,KSHV-miRNA,MIMAT0000084_MirBase_miR-27a_microRNA,miRNA,19
kshv-miR-K12-4-3p,KSHV-miRNA,MIMAT0000244_MirBase_miR-30c_microRNA,miRNA,18
kshv-miR-K12-4-3p,KSHV-miRNA,MIMAT0002819_MirBase_miR-193b_microRNA,miRNA,18
kshv-miR-K12-4-3p,KSHV-miRNA,MIMAT0000420_MirBase_miR-30b_microRNA,miRNA,17
kshv-miR-K12-4-3p,KSHV-miRNA,ENSG00000241376_ENST00000492060_AL606830-1_pseudo,pseudogene,17
kshv-miR-K12-4-3p,KSHV-miRNA,ENSG00000240831_ENST00000459949_AC112777-1_pseudo,pseudogene,15
kshv-miR-K12-4-3p,KSHV-miRNA,ENSG00000139233_ENST00000266604_LLPH_mRNA,mRNA,14
kshv-miR-K12-4-3p,KSHV-miRNA,kshv-miR-K12-9*,KSHV-miRNA,14
kshv-miR-K12-4-3p,KSHV-miRNA,MIMAT0000080_MirBase_miR-24_microRNA,miRNA,11
kshv-miR-K12-4-3p,KSHV-miRNA,MIMAT0000076_MirBase_miR-21_microRNA,miRNA,10
kshv-miR-K12-4-3p,KSHV-miRNA,ENSG00000181789_ENST00000314797_COPG_mRNA,mRNA,10
kshv-miR-K12-4-3p,KSHV-miRNA,ENSG00000241482_ENST00000473498_AC064836-1_pseudo,pseudogene,9
kshv-miR-K12-4-3p,KSHV-miRNA,MIMAT0000078_MirBase_miR-23a_microRNA,miRNA,8
kshv-miR-K12-4-3p,KSHV-miRNA,ENSG00000242517_ENST00000498581_AC018607-1_pseudo,pseudogene,8
kshv-miR-K12-4-3p,KSHV-miRNA,ENSG00000076554_ENST00000379097_TPD52_mRNA,mRNA,8
kshv-miR-K12-4-3p,KSHV-miRNA,ENSG00000076554_ENST00000518937_TPD52_mRNA,mRNA,8
