mirna,mirna_type,target,target_type,count
kshv-miR-K12-3,kshv-miRNA,ENSG00000240831_ENST00000459949_AC112777-1_pseudo,pseudogene,256
kshv-miR-K12-3,kshv-miRNA,ENSG00000241279_ENST00000464639_AC110615-2_pseudo,pseudogene,166
kshv-miR-K12-3,kshv-miRNA,MIMAT0000076_MirBase_miR-21_microRNA,miRNA,159
kshv-miR-K12-3,kshv-miRNA,ENSG00000241376_ENST00000492060_AL606830-1_pseudo,pseudogene,144
kshv-miR-K12-3,kshv-miRNA,ENSG00000107862_ENST00000369983_GBF1_mRNA,mRNA,130
kshv-miR-K12-3,kshv-miRNA,ENSG00000239935_ENST00000489202_AC116340-1_pseudo,pseudogene,114
kshv-miR-K12-3,kshv-miRNA,MIMAT0000256_MirBase_miR-181a_microRNA,miRNA,111
kshv-miR-K12-3,kshv-miRNA,MIMAT0000257_MirBase_miR-181b_microRNA,miRNA,103
kshv-miR-K12-3,kshv-miRNA,ENSG00000176624_ENST00000406189_MEX3C_mRNA,mRNA,97
kshv-miR-K12-3,kshv-miRNA,ENSG00000086475_ENST00000327347_SEPHS1_mRNA,mRNA,95
kshv-miR-K12-3,kshv-miRNA,ENSG00000239776_ENST00000488123_AC079949-1_pseudo,pseudogene,94
kshv-miR-K12-3,kshv-miRNA,ENSG00000241780_ENST00000469340_AC025627-7_pseudo,pseudogene,91
kshv-miR-K12-3,kshv-miRNA,ENSG00000240155_ENST00000482877_AC114498-1_pseudo,pseudogene,91
kshv-miR-K12-3,kshv-miRNA,ENSG00000166441_ENST00000314138_RPL27A_mRNA,mRNA,87
kshv-miR-K12-3,kshv-miRNA,ENSG00000243163_ENST00000470405_AL353147-3_pseudo,pseudogene,87
kshv-miR-K12-3,kshv-miRNA,ENSG00000241530_ENST00000490522_AC006368-1_pseudo,pseudogene,84
kshv-miR-K12-3,kshv-miRNA,ENSG00000242503_ENST00000481774_AL158819-4_pseudo,pseudogene,84
kshv-miR-K12-3,kshv-miRNA,MIMAT0000092_MirBase_miR-92a_microRNA,miRNA,79
kshv-miR-K12-3,kshv-miRNA,ENSG00000243185_ENST00000474870_AC108078-1_pseudo,pseudogene,77
kshv-miR-K12-3,kshv-miRNA,ENSG00000135269_ENST00000393481_TES_mRNA,mRNA,70
kshv-miR-K12-3,kshv-miRNA,ENSG00000135269_ENST00000358204_TES_mRNA,mRNA,70
kshv-miR-K12-3,kshv-miRNA,ENSG00000124942_ENST00000378024_AHNAK_mRNA,mRNA,65
kshv-miR-K12-3,kshv-miRNA,ENSG00000138293_ENST00000374087_NCOA4_mRNA,mRNA,63
kshv-miR-K12-3,kshv-miRNA,ENSG00000138293_ENST00000443446_NCOA4_mRNA,mRNA,63
kshv-miR-K12-3,kshv-miRNA,ENSG00000138293_ENST00000438493_NCOA4_mRNA,mRNA,63
kshv-miR-K12-3,kshv-miRNA,ENSG00000138293_ENST00000452682_NCOA4_mRNA,mRNA,63
kshv-miR-K12-3,kshv-miRNA,ENSG00000138293_ENST00000344348_NCOA4_mRNA,mRNA,63
kshv-miR-K12-3,kshv-miRNA,MIMAT0000078_MirBase_miR-23a_microRNA,miRNA,63
kshv-miR-K12-3,kshv-miRNA,ENSG00000187109_ENST00000261182_NAP1L1_mRNA,mRNA,61
kshv-miR-K12-3,kshv-miRNA,ENSG00000187109_ENST00000393263_NAP1L1_mRNA,mRNA,61
kshv-miR-K12-3,kshv-miRNA,MIMAT0000063_MirBase_let-7b_microRNA,miRNA,60
kshv-miR-K12-3,kshv-miRNA,ENSG00000075336_ENST00000169551_C18orf55_mRNA,mRNA,58
kshv-miR-K12-3,kshv-miRNA,ENSG00000196428_ENST00000361875_TSC22D2_mRNA,mRNA,57
kshv-miR-K12-3,kshv-miRNA,ENSG00000242693_ENST00000492032_AC108047-1_pseudo,pseudogene,57
kshv-miR-K12-3,kshv-miRNA,MIMAT0003239_MirBase_miR-574-3p_microRNA,miRNA,54
kshv-miR-K12-3,kshv-miRNA,kshv-miR-K12-10a,kshv-miRNA,51
kshv-miR-K12-3,kshv-miRNA,ENSG00000242517_ENST00000498581_AC018607-1_pseudo,pseudogene,51
kshv-miR-K12-3,kshv-miRNA,ENSG00000241781_ENST00000463508_AL161626-1_pseudo,pseudogene,49
kshv-miR-K12-3,kshv-miRNA,ENSG00000149357_ENST00000278671_C11orf59_mRNA,mRNA,49
kshv-miR-K12-3,kshv-miRNA,MIMAT0000244_MirBase_miR-30c_microRNA,miRNA,48
kshv-miR-K12-3,kshv-miRNA,ENSG00000239647_ENST00000478115_AC073366-1_pseudo,pseudogene,48
kshv-miR-K12-3,kshv-miRNA,MIMAT0000318_MirBase_miR-200b_microRNA,miRNA,44
kshv-miR-K12-3,kshv-miRNA,ENSG00000188229_ENST00000340384_TUBB2C_mRNA,mRNA,44
kshv-miR-K12-3,kshv-miRNA,ENSG00000244548_ENST00000493731_AP000555-2_pseudo,pseudogene,44
kshv-miR-K12-3,kshv-miRNA,ENSG00000105568_ENST00000322088_PPP2R1A_mRNA,mRNA,43
kshv-miR-K12-3,kshv-miRNA,ENSG00000100380_ENST00000216218_ST13_mRNA,mRNA,43
