1,0.2562825719265409
2,0.5005108480076927
3,0.613309522378577
4,0.6862448807878221
5,0.7132039185047179
6,0.7123367647437604
7,0.6623251740746783
8,0.655903084835112
9,0.5516643342233822
10,0.5445725618812943
11,0.599520919011273
12,0.5895186008774566
13,0.5966618873043538
14,0.613893348673083
15,0.626883483725842
16,0.5857409013247705
17,0.5077399912426056
18,0.43493341804538393
19,0.36708078267066185
20,0.284812789230122
21,0.18356185553733484
22,0.08277454860783186
23,0.020519777115726393
24,0.0012620950778291964
